"Protein names","Gene names","OIS_CM","OIS_F20","OIS_F8","Vector_CM","Vector_F20","Vector_F8"
"386","Membrane-associated progesterone receptor component 1","PGRMC1",23.9805666666667,24.7225,24.2561333333333,24.0576333333333,25.2700666666667,27.0005
"387","Prohibitin","PHB",24.918,25.0110333333333,25.8963333333333,23.9641,25.0262333333333,24.6765333333333
"388","D-3-phosphoglycerate dehydrogenase","PHGDH",24.8599,25.0043,27.1667,23.7722333333333,25.5987666666667,30.2276333333333
"389","Pleckstrin homology-like domain family A member 1","PHLDA1",24.7523,25.787,28.6832666666667,23.7757666666667,25.5603333333333,25.8372333333333
"390","Pleckstrin homology-like domain family A member 3","PHLDA3",24.6743666666667,24.7709666666667,24.4114666666667,24.2711,24.6066,24.8488
"391","Pleckstrin homology-like domain family B member 1","PHLDB1",24.1757666666667,25.0619666666667,29.0399666666667,24.4496,24.5598666666667,23.9435
"392","Phosphatidylinositol 4-kinase alpha","PI4KA",24.1831666666667,24.4331666666667,25.7693666666667,24.0681666666667,25.1965333333333,24.4545666666667
"393","Tissue-type plasminogen activator;Tissue-type plasminogen activator chain A;Tissue-type plasminogen activator chain B","PLAT",33.9362333333333,30.3545666666667,31.3132,30.1495666666667,27.4852,28.8233333333333
"394","Urokinase plasminogen activator surface receptor","PLAUR",24.9727666666667,25.9149,32.5761,24.1803333333333,27.6176,25.731
"395","Perilipin-3","PLIN3",28.9475,24.5758666666667,28.0123666666667,27.4543666666667,24.4964333333333,27.2583666666667
"396","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2",26.9661333333333,24.4771,26.4078666666667,25.3386666666667,24.3392666666667,25.0261
"397","Plastin-3","PLS3",27.7864333333333,25.0719,27.8270666666667,27.0525333333333,25.4826333333333,27.0066333333333
"398","Plexin-A1","PLXNA1",24.6774333333333,25.2102333333333,29.4398333333333,24.8988333333333,27.4982,26.8168666666667
"399","Plexin-B1","PLXNB1",24.2332333333333,25.0693333333333,26.0902,24.4138333333333,25.3211,24.3308
"400","Plexin-B2","PLXNB2",27.0795333333333,24.7841666666667,31.3996333333333,26.4568666666667,27.4689666666667,29.2418
"401","Plexin-D1","PLXND1",24.0907333333333,24.7575333333333,26.3248,24.2822,24.704,24.8184333333333
"402",NA,"POSTN",30.7564333333333,27.5298,27.9762,29.2187,25.0183666666667,25.0423666666667
"403","Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit","PPP1CA;PPP1CC",24.7660333333333,24.4654666666667,27.8231666666667,24.3741333333333,25.1733333333333,27.0251666666667
"404","Peroxiredoxin-4","PRDX4",25.2549333333333,26.0508333333333,23.9257333333333,24.4042333333333,25.7567,25.4659666666667
"405","Peroxiredoxin-6","PRDX6",29.2584333333333,27.7117,29.4359333333333,28.3904,28.9993666666667,30.1702666666667
"406","cAMP-dependent protein kinase type II-alpha regulatory subunit","PRKAR2A",24.0136666666667,24.7493333333333,26.1555666666667,24.3092,24.7106666666667,24.4673666666667
"407","Protein kinase C alpha type","PRKCA",24.1809666666667,25.1582666666667,26.3091666666667,23.9527333333333,24.2247666666667,25.2455
"408","Serine protease 23","PRSS23",28.7352666666667,26.7532,30.256,27.6442666666667,27.8564333333333,27.1886333333333
"409","Phosphoserine aminotransferase","PSAT1",24.4043666666667,25.4848666666667,23.7672333333333,23.8258333333333,25.2531333333333,25.3131
"410","Proteasome subunit alpha type;Proteasome subunit alpha type-2","PSMA2",23.5731333333333,27.6859,23.8554666666667,24.4832,26.4769,24.6689666666667
"411","Proteasome subunit alpha type-7;Proteasome subunit alpha type-7-like","PSMA7;PSMA8",24.4198,29.0018,26.7720666666667,24.1004333333333,28.0306666666667,24.1478666666667
"412","Proteasome subunit beta type-5","PSMB5",24.1543,27.3872,24.1350666666667,24.8095,24.9624666666667,24.8338
"413","26S protease regulatory subunit 4","PSMC1",24.4512666666667,24.5549333333333,26.5145666666667,23.6505666666667,24.5307333333333,25.0977333333333
"414","26S protease regulatory subunit 6A","PSMC3",23.9902333333333,24.6749333333333,26.7222666666667,24.1699,24.2684333333333,24.9431666666667
"415","26S protease regulatory subunit 6B","PSMC4",24.1290666666667,24.9531666666667,26.4119666666667,23.5976333333333,25.038,24.7542
"416","26S protease regulatory subunit 8","PSMC5",25.0269333333333,25.2037333333333,26.1597333333333,24.8629666666667,25.4068666666667,25.7357
"417","26S proteasome non-ATPase regulatory subunit 1","PSMD1",24.4415666666667,25.0112666666667,25.8439,24.5953333333333,25.6116666666667,24.5359333333333
"418","26S proteasome non-ATPase regulatory subunit 3","PSMD3",24.7660666666667,25.2062,23.8872,24.5513333333333,24.8493333333333,25.4501666666667
"419","26S proteasome non-ATPase regulatory subunit 4","PSMD4",23.8843666666667,24.6675333333333,26.6666666666667,24.4947,25.9575666666667,24.1841333333333
"420","26S proteasome non-ATPase regulatory subunit 6","PSMD6",24.4637666666667,24.4846,27.5547333333333,24.3852333333333,24.5992333333333,24.4220333333333
"421","Proteasome activator complex subunit 2","PSME2",27.6232,24.2588333333333,26.6215666666667,24.8669333333333,24.9944,24.1918333333333
"422","Prostaglandin F2 receptor negative regulator","PTGFRN",24.8009,25.0666666666667,28.2937666666667,24.0556666666667,25.6828,24.2230333333333
"423","Inactive tyrosine-protein kinase 7","PTK7",28.7236666666667,25.2679333333333,30.2118,28.0195,28.4394,31.0634666666667
"424","Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1","PTMA",26.1979,24.448,23.6682,25.4649,24.6004666666667,25.3943
"425","Pleiotrophin","PTN",30.2642,24.1217333333333,23.1093333333333,31.6893666666667,25.7877666666667,28.5404
"426","Receptor-type tyrosine-protein phosphatase gamma","PTPRG",24.0173,24.526,26.5652333333333,23.7450333333333,25.1110666666667,24.3922666666667
"427","Protein-tyrosine-phosphatase;Receptor-type tyrosine-protein phosphatase eta","PTPRJ",24.3735666666667,24.9237,25.2253333333333,25.0228,25.0900333333333,24.3975333333333
"428","Receptor-type tyrosine-protein phosphatase kappa","PTPRK",28.0121666666667,25.1454333333333,28.7448333333333,26.2793666666667,25.4074,27.7983666666667
"429","Polymerase I and transcript release factor","PTRF",28.8478333333333,25.1094333333333,28.2792666666667,28.6016,25.4875333333333,29.5838333333333
"430","Pituitary tumor-transforming gene 1 protein-interacting protein","PTTG1IP",24.7946666666667,25.2527333333333,24.6999666666667,24.7723,24.7761333333333,26.3505
"431","Pentraxin-related protein PTX3","PTX3",32.0588,33.4347333333333,37.2140666666667,30.6935333333333,34.751,33.6376333333333
"432","Poliovirus receptor","PVR",28.1310333333333,25.4563333333333,29.5757333333333,28.4201333333333,26.9903333333333,28.2521
"433","Nectin-2","PVRL2",24.5064333333333,24.8355,28.7193,24.7850666666667,24.9457333333333,27.5642
"434","Nectin-3","PVRL3",24.443,24.3290333333333,28.0962,23.9152666666667,24.6999,25.1228666666667
"435","Peroxidasin homolog","PXDN",34.2557666666667,34.1474333333333,35.4402666666667,33.1035666666667,34.2225333333333,33.5824666666667
"436","Paxillin","PXN",24.5968,25.2436666666667,26.1459666666667,24.1015333333333,24.675,25.4116666666667
"437","Glycogen phosphorylase, brain form","PYGB",26.8127666666667,25.1590333333333,27.7008666666667,25.7758,24.6931,26.3438333333333
"438","Sulfhydryl oxidase 1","QSOX1",30.7221666666667,30.5640333333333,27.7578333333333,32.9587666666667,30.2452,29.5883333333333
"439","Ras-related protein Rab-10","RAB10",24.4749,25.2574666666667,28.1421333333333,24.0223,24.9206666666667,26.669
"440","Ras-related protein Rab-13","RAB13",23.9396666666667,25.0552333333333,29.3838333333333,24.3629666666667,24.9955333333333,28.4476
"441","Ras-related protein Rab-14","RAB14",24.365,25.4467,27.4186666666667,24.0949,24.8624,28.1048
"442","Ras-related protein Rab-1A","RAB1A",26.5495333333333,25.5841333333333,29.2302666666667,25.6229333333333,24.6842333333333,28.5430666666667
"443","Ras-related protein Rab-1B;Putative Ras-related protein Rab-1C","RAB1B;RAB1C",24.2167333333333,24.5400333333333,28.4672333333333,23.6013666666667,25.9707666666667,24.4972
"444","Ras-related protein Rab-34","RAB34",24.0822,25.4351,26.3873,24.3790666666667,24.9684666666667,24.3646666666667
"445","Ras-related protein Rab-35","RAB35",24.5604,25.6078333333333,29.1016,25.1253333333333,24.8211666666667,27.5517
"446","Ras-related protein Rab-5B","RAB5B",24.3611333333333,24.0356,26.6996333333333,24.5565333333333,24.9314,24.5787
"447","Ras-related protein Rab-6A","RAB6A",24.4108333333333,24.6097666666667,26.4524333333333,24.8839666666667,24.6839333333333,24.2258666666667
"448","Ras-related protein Rab-8A","RAB8A",24.2726666666667,25.0732666666667,27.2754,24.0214,24.8063666666667,24.88
"449","Ras-related C3 botulinum toxin substrate 1","RAC1",26.4474666666667,25.2455666666667,30.9069666666667,25.1449333333333,26.6650666666667,29.7637333333333
"450","Ras-related C3 botulinum toxin substrate 2","RAC2",24.0708333333333,25.3985,28.0452333333333,24.5461333333333,25.0978666666667,24.1362333333333
"451","Ras-related protein Ral-B","RALB",23.8082666666667,25.0254666666667,29.8441333333333,24.1664666666667,24.7339333333333,28.9019666666667
"452","Ras-related protein Rap-1A","RAP1A",24.3981,24.9233,26.5587,24.2974333333333,25.0459666666667,24.6819
"453","Retinol-binding protein 4;Plasma retinol-binding protein(1-182);Plasma retinol-binding protein(1-181);Plasma retinol-binding protein(1-179);Plasma retinol-binding protein(1-176)","RBP4",29.7361666666667,28.9994666666667,27.106,29.0606,24.4990666666667,28.8079333333333
"454","Reelin","RELN",23.9531333333333,25.0753,23.4071666666667,24.3492666666667,24.7653333333333,27.3942
"455","Raftlin-2","RFTN2",25.1663333333333,24.6175666666667,25.9075666666667,23.4331666666667,24.9771,24.2819666666667
"456","Transforming protein RhoA","RHOA",23.8534666666667,25.0228,29.8126333333333,24.3577666666667,27.5253,28.4329
"457","Rho-related GTP-binding protein RhoB","RHOB",24.4832666666667,24.5239,28.3948666666667,24.3636,24.4774666666667,26.6431666666667
"458","Rho-related GTP-binding protein RhoC","RHOC",27.9964333333333,25.6123333333333,29.7382666666667,26.9826,26.0375666666667,28.0258333333333
"459","60S ribosomal protein L10a","RPL10A",29.3428666666667,25.0718333333333,26.0641,28.1422333333333,24.9818333333333,27.4117666666667
"460","60S ribosomal protein L18","RPL18",24.0583333333333,25.0858333333333,27.9520666666667,24.2513,25.1051333333333,24.8586333333333
"461","60S ribosomal protein L23a","RPL23A",23.7882333333333,24.6347666666667,26.6085333333333,23.8904666666667,24.7960333333333,27.3420666666667
"462","60S ribosomal protein L26","RPL26",23.8995666666667,24.9173,27.7071333333333,23.9762333333333,24.7161666666667,26.2949333333333
"463","60S ribosomal protein L31","RPL31",23.7854,25.7157333333333,26.4523,24.2875666666667,24.7949333333333,24.221
"464","60S ribosomal protein L32","RPL32",26.4502666666667,24.6235666666667,24.4279,23.6948333333333,25.2459,27.4989333333333
"465","60S ribosomal protein L35a","RPL35A",24.4708666666667,25.1650666666667,26.7616,24.1622,24.5838,24.0202666666667
"466","60S ribosomal protein L9","RPL9",24.1238333333333,23.9159666666667,25.7169,24.4001,25.3672666666667,24.7546
"467","40S ribosomal protein S12","RPS12",28.8164666666667,23.8522333333333,26.9201,27.1611,25.0220666666667,25.151
"468","40S ribosomal protein S27;40S ribosomal protein S27-like","RPS27;RPS27L",24.1497333333333,25.0177666666667,23.9226666666667,23.5531,25.1432333333333,26.0777666666667
"469","Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin","RPS27A;UBB;UBC;UBA52",27.3465666666667,30.1879333333333,30.4894,28.0294333333333,29.7511,32.4664
"470","40S ribosomal protein S7","RPS7",24.935,24.4802333333333,27.0781666666667,24.4462333333333,25.1927,24.9141333333333
"471","Ras-related protein R-Ras","RRAS",25.0439,25.1017333333333,26.4625666666667,23.7998333333333,24.7216666666667,23.9611
"472","Reticulon-4;Reticulon","RTN4",26.8081,25.2048333333333,26.7062666666667,24.3062666666667,24.6731666666667,25.7001333333333
"473","RuvB-like 1","RUVBL1",25.3795666666667,24.9278666666667,26.9152,24.0406333333333,25.2881333333333,24.2009666666667
"474","Protein S100-A10","S100A10",27.4886666666667,24.5932666666667,27.807,27.9611333333333,24.8955666666667,28.6715
"475","Protein S100-A13","S100A13",24.2070333333333,24.8594333333333,28.5272333333333,25.2403333333333,24.6929,27.2027
"476","Protein S100-A16","S100A16",24.5527,24.8239666666667,30.1226666666667,23.5116333333333,24.9363666666667,28.5018666666667
"477","Protein S100;Protein S100-A6","S100A6",28.9353666666667,28.8813333333333,30.0639666666667,29.1436,29.8882333333333,31.0119666666667
"478","Lysosome membrane protein 2","SCARB2",25.39,25.5331666666667,24.2786,24.4325,24.7594333333333,27.6340666666667
"479","Protein scribble homolog","SCRIB",23.816,25.4693666666667,27.5612666666667,23.9253333333333,24.8471,25.0037666666667
"480","Signal peptide, CUB and EGF-like domain-containing protein 3","SCUBE3",29.9384,25.8096333333333,29.8330666666667,25.0609666666667,26.017,25.046
"481","Syntenin-1","SDCBP",24.4508,28.7290666666667,29.9653333333333,23.8761333333333,28.8229666666667,31.6624333333333
"482","Protein SEC13 homolog","SEC13",24.5300333333333,25.4360333333333,26.6286666666667,24.5977333333333,25.2507333333333,25.5884666666667
"483","Vesicle-trafficking protein SEC22b","SEC22B",24.6580333333333,24.8425666666667,26.1996666666667,23.6666333333333,24.9032333333333,27.2033666666667
"484","Protein transport protein Sec23A","SEC23A",23.9246666666667,25.4379666666667,27.9700666666667,24.4516333333333,25.3366,25.8823666666667
"485","Semaphorin-5A","SEMA5A",28.0318666666667,27.7082,23.7575,24.3395666666667,25.8880666666667,24.9349666666667
"486","Plasminogen activator inhibitor 1 RNA-binding protein","SERBP1",26.7788666666667,26.3817,26.3697333333333,26.0209,25.4962666666667,25.0099333333333
"487","Plasminogen activator inhibitor 2","SERPINB2",25.7858,24.7790666666667,29.0164333333333,23.8605333333333,25.0277,25.4393333333333
"488","Plasminogen activator inhibitor 1","SERPINE1",29.6140333333333,28.9412666666667,28.6528,28.9069333333333,27.9716333333333,24.2230333333333
"489","Serpin H1","SERPINH1",29.0075333333333,27.675,29.0775333333333,30.5537,25.1905666666667,30.0364333333333
"490","Splicing factor, proline- and glutamine-rich","SFPQ",25.1981333333333,25.1602666666667,23.4442666666667,25.6763,25.3563333333333,25.3792333333333
"491","Beta-sarcoglycan","SGCB",24.4598666666667,24.9211,23.5262,24.6919,25.8694,26.3676
"492","Delta-sarcoglycan","SGCD",24.7178333333333,25.535,27.3040333333333,24.9785333333333,25.4792666666667,28.2220666666667
"493","SH3 domain-binding glutamic acid-rich-like protein 3","SH3BGRL3",31.9484666666667,31.2408,31.3732333333333,31.6884666666667,30.8369333333333,30.9757666666667
"494","Serine hydroxymethyltransferase, mitochondrial","SHMT2",24.2190666666667,24.9645333333333,24.5551,23.7997666666667,25.5126,27.3945
"495","Tyrosine-protein phosphatase non-receptor type substrate 1;Signal-regulatory protein beta-1 isoform 3","SIRPA;SIRPB1",24.2547,24.7753,27.3010666666667,24.6938333333333,25.1985333333333,23.9998
"496","Solute carrier family 12 member 2","SLC12A2",24.1710333333333,24.8892333333333,26.5441,23.7469,25.3094333333333,25.9141
"497","Monocarboxylate transporter 4","SLC16A3",23.5044333333333,24.8571666666667,30.9622333333333,25.1410333333333,25.6917,29.2017
"498","Monocarboxylate transporter 7","SLC16A6",24.1295666666667,26.0328,30.4877666666667,24.84,27.5277,24.957
"499","Sodium-dependent phosphate transporter 1","SLC20A1",23.7116,24.7117,29.8605333333333,24.2362666666667,24.6897333333333,24.4989666666667
"500","Phosphate carrier protein, mitochondrial","SLC25A3",24.4115666666667,25.3275333333333,23.7462333333333,23.9094,25.6616,26.6770666666667
"501","Solute carrier family 2, facilitated glucose transporter member 3;Solute carrier family 2, facilitated glucose transporter member 14","SLC2A3;SLC2A14",24.3812333333333,24.6280333333333,28.1021333333333,24.8137333333333,24.9596333333333,24.9739
"502","Solute carrier family 35 member F6","SLC35F6",25.1226666666667,24.5162333333333,24.3917,23.8087333333333,24.3441,26.1311
"503","Zinc transporter ZIP14","SLC39A14",24.6368333333333,24.4290333333333,27.4397666666667,23.6686666666667,25.0162,24.9047
"504","4F2 cell-surface antigen heavy chain","SLC3A2",26.2976666666667,25.1541666666667,30.9936333333333,24.4799666666667,26.7030666666667,29.5310333333333
"505","Choline transporter-like protein 1","SLC44A1",24.3995666666667,25.0366666666667,26.7539333333333,24.2217,25.2606333333333,25.1570333333333
"506","Anion exchange protein;Sodium bicarbonate cotransporter 3","SLC4A7",24.2347,25.117,26.576,24.1672666666667,24.9336,24.4971333333333
"507","Anion exchange protein","SLC4A7",24.0423,25.3711666666667,26.7866666666667,23.6988333333333,25.0395,24.3007333333333
"508","Sodium/myo-inositol cotransporter","SLC5A3",23.7997333333333,25.0051,25.6236666666667,23.1554333333333,24.4109,24.3765666666667
"509","Sodium-dependent neutral amino acid transporter B(0)AT2","SLC6A15",24.4091,25.0096,26.1201,24.1637333333333,24.7903,24.852
"510","Sodium- and chloride-dependent taurine transporter;Transporter","SLC6A6",24.1017,24.7706666666667,25.7184666666667,24.6216333333333,25.0154,24.114
"511","Cationic amino acid transporter 2","SLC7A2",23.956,25.1861333333333,27.3958,24.5133,25.2305666666667,23.8520666666667
"512","Sodium/hydrogen exchanger 1","SLC9A1",24.2923666666667,24.0278666666667,28.1820666666667,24.0696,25.5193666666667,26.0222333333333
"513","E3 ubiquitin-protein ligase SMURF2","SMURF2",23.9343,24.3346666666667,26.3578333333333,24.2488,25.4972,25.1189
"514","Synaptosomal-associated protein 29;Synaptosomal-associated protein","SNAP29",24.1974333333333,24.7412666666667,26.2341666666667,23.7536666666667,25.2655666666667,24.2847
"515","Beta-2-syntrophin","SNTB2",24.6430666666667,25.1725333333333,25.7663,23.9694,24.6742333333333,24.4877666666667
"516","Sorting nexin-18","SNX18",24.1619,24.7028,25.0857333333333,23.9508333333333,24.8722,24.6837666666667
"517","Superoxide dismutase [Cu-Zn]","SOD1",30.4394333333333,28.7684,28.5299666666667,29.0045666666667,28.3318333333333,29.5254666666667
"518","SPARC","SPARC",34.8718666666667,32.3406,29.3069,33.5647666666667,32.4115,32.4984
"519","Protein sprouty homolog 2","SPRY2",24.4631,25.2376333333333,26.0158333333333,24.6008,24.8031333333333,24.4029666666667
"520","Protein sprouty homolog 4","SPRY4",24.9070333333333,25.0080333333333,27.9740666666667,24.1718666666667,24.9383666666667,24.2644666666667
"521","Spectrin beta chain, non-erythrocytic 1","SPTBN1",24.7193,25.2818333333333,23.6963666666667,24.5059666666667,24.4306666666667,26.3099333333333
"522","SLIT-ROBO Rho GTPase-activating protein 1","SRGAP1",24.9383,24.3679,25.5084333333333,23.9461666666667,24.8911,24.9697666666667
"523","SLIT-ROBO Rho GTPase-activating protein 2;SLIT-ROBO Rho GTPase-activating protein 2B","SRGAP2;SRGAP2B",25.0515,25.1530666666667,27.6765666666667,24.2820666666667,25.6625,26.5109
"524","Sorcin","SRI",24.0970666666667,24.7649666666667,26.1476,24.6624,25.2619333333333,24.5414333333333
"525","Sushi repeat-containing protein SRPX","SRPX",30.9661333333333,25.8626666666667,29.7471,28.0461666666667,25.6178666666667,28.3907333333333
"526","Sushi repeat-containing protein SRPX2","SRPX2",30.0775666666667,26.7219666666667,29.142,25.2726,25.9549333333333,25.2842666666667
"527","Serine/arginine-rich splicing factor 2","SRSF2",24.9694,24.6789,24.122,24.8591,24.9647333333333,26.9271666666667
"528","Serine/arginine-rich splicing factor 3","SRSF3",24.0654333333333,25.1080333333333,23.6473333333333,24.8918333333333,25.0630666666667,26.9698666666667
"529","Stanniocalcin-2","STC2",29.7784333333333,24.1139,23.9773666666667,30.4856,24.6253,28.7917
"530","Metalloreductase STEAP3","STEAP3",24.9218333333333,24.6092,26.6509333333333,24.7051,24.7176,24.3762666666667
"531","Stress-induced-phosphoprotein 1","STIP1",30.5784333333333,25.5515,29.2108,27.7936666666667,25.7067333333333,27.6763
"532","Serine/threonine-protein kinase 10","STK10",23.9558,24.9951333333333,25.4996,23.9217666666667,24.8868,25.063
"533","Stathmin","STMN1",29.3928,27.7292,27.1718,30.3407666666667,26.6970333333333,28.3394
"534","Erythrocyte band 7 integral membrane protein","STOM",25.0942333333333,25.2435333333333,31.1856,24.1969333333333,28.841,33.8399333333333
"535","E3 ubiquitin-protein ligase CHIP","STUB1",24.6113,24.9566,28.1537666666667,24.3315666666667,25.9382,24.4366
"536","Syntaxin-binding protein 1","STXBP1",24.3044666666667,23.648,27.7242666666667,24.3842333333333,24.9277333333333,27.0810666666667
"537","Syntaxin-binding protein 3","STXBP3",24.463,24.1599333333333,27.7167666666667,25.3555333333333,24.7187,24.7626
"538","Sushi domain-containing protein 2","SUSD2",25.3726,25.3322333333333,29.7597,24.3055333333333,29.4540666666667,24.0679666666667
"539","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","SVEP1",26.0896666666667,25.109,23.4042,33.1991666666667,24.8537,30.1955333333333
"540","Transgelin","TAGLN",24.5237333333333,24.4838666666667,23.9574666666667,24.2916,25.0972333333333,27.3348333333333
"541","Serine/threonine-protein kinase TAO1","TAOK1",24.2229,24.6104666666667,26.0786666666667,24.3029,24.8312,24.3761666666667
"542","Transcription elongation factor B polypeptide 1","TCEB1",27.5362666666667,24.7058666666667,26.6183,25.776,25.3959666666667,24.1965666666667
"543","T-complex protein 1 subunit alpha","TCP1",27.4785,24.5244333333333,29.2996,26.8404666666667,24.8251666666667,27.7481333333333
"544","Teneurin-3","TENM3",24.4474666666667,25.2463666666667,27.656,24.1012333333333,25.2528,24.0256333333333
"545","Tissue factor pathway inhibitor","TFPI",29.4516666666667,28.0743333333333,28.7558,29.1524,25.3756333333333,27.7510666666667
"546","Transforming growth factor beta-1;Latency-associated peptide","TGFB1",27.5493666666667,25.7611666666667,27.1802333333333,23.7752666666667,24.4562666666667,24.7084333333333
"547","Transforming growth factor-beta-induced protein ig-h3","TGFBI",34.4294333333333,33.1614666666667,35.3768666666667,34.5931333333333,33.721,33.2353666666667
"548","Protein-glutamine gamma-glutamyltransferase 2","TGM2",28.0194666666667,26.6732333333333,29.9346333333333,25.5555666666667,27.7962,28.3558
"549","Thrombomodulin","THBD",25.1304666666667,24.7492333333333,27.7184666666667,23.6843333333333,25.4774666666667,25.0281
"550","Thrombospondin-1","THBS1",34.1578666666667,32.8078,31.4792333333333,32.1663333333333,31.1045666666667,30.4299333333333
"551","Metalloproteinase inhibitor 1","TIMP1",34.9677666666667,32.4414,30.6691333333333,32.9928666666667,31.7054,33.5844
"552","Metalloproteinase inhibitor 2","TIMP2",32.5461333333333,32.1334666666667,31.0305333333333,32.9493,31.2803,29.2037666666667
"553","Tight junction protein ZO-1","TJP1",24.1856666666667,25.3768333333333,29.2122333333333,24.828,25.4154666666667,25.0729666666667
"554","Transmembrane emp24 domain-containing protein 10","TMED10",23.9172333333333,24.7880666666667,26.0234,24.1569666666667,25.4837666666667,26.7669666666667
"555","Transmembrane protein 119","TMEM119",24.6592666666667,25.5207333333333,28.0614666666667,24.0958666666667,24.8147666666667,29.7465666666667
"556","Transmembrane protein 132A","TMEM132A",27.8522666666667,25.0486666666667,28.0703666666667,24.7720333333333,24.7069,25.2993333333333
"557","Transmembrane protein 2","TMEM2",25.4209,26.1136,28.7845666666667,24.824,25.3257333333333,24.5320666666667
"558","Cell cycle control protein 50A","TMEM30A",24.3207333333333,25.5096666666667,26.4600666666667,24.3498333333333,25.2465,25.1667
"559","Transmembrane protein 51","TMEM51",24.9581333333333,25.2171333333333,27.0528,24.3152666666667,25.0166666666667,25.0866666666667
"560","Transmembrane protein 59","TMEM59",25.0535333333333,24.9638333333333,26.0188333333333,24.17,24.85,24.7994666666667
"561","Tenascin","TNC",31.8629,30.1478666666667,31.9401666666667,31.0513,30.5137,30.6347666666667
"562","Tumor necrosis factor receptor superfamily member 10B","TNFRSF10B",25.1238666666667,25.1806666666667,29.0116333333333,24.7501333333333,25.8290666666667,24.0085
"563","Tumor necrosis factor receptor superfamily member 10D","TNFRSF10D",28.0719,24.9724,27.1071666666667,23.9917666666667,24.9166666666667,23.8680666666667
"564","Tumor necrosis factor receptor superfamily member 12A","TNFRSF12A",29.3610333333333,27.622,27.7593333333333,27.2145333333333,26.8318,25.6697333333333
"565","Toll-interacting protein","TOLLIP",24.6503333333333,24.9829,27.0270333333333,24.533,25.5360666666667,23.4839
"566","Trophoblast glycoprotein","TPBG",24.7836666666667,24.9104333333333,30.9828333333333,24.4610333333333,25.4530666666667,26.1979333333333
"567","Tumor protein D54","TPD52L2",28.0590666666667,25.0033333333333,27.8833333333333,26.3905333333333,25.7206,24.6311666666667
"568","Transient receptor potential cation channel subfamily A member 1","TRPA1",24.5375333333333,24.6144333333333,28.0565333333333,24.2255333333333,24.7929666666667,26.3097666666667
"569","Tumor susceptibility gene 101 protein","TSG101",24.8890333333333,24.7157333333333,23.6490333333333,24.1487666666667,25.6358333333333,28.0409666666667
"570","Tetraspanin-14;Tetraspanin","TSPAN14",25.0277666666667,24.4524,29.8608666666667,24.2802333333333,23.964,25.3726666666667
"571","Tetraspanin;Tetraspanin-4","TSPAN4",24.6469333333333,24.6972333333333,27.3587333333333,24.7576666666667,24.7744,24.7209
"572","Tetraspanin;Tetraspanin-5","TSPAN5",24.5427666666667,25.4070666666667,29.9232666666667,24.4179666666667,25.0761,27.1033666666667
"573","Tetraspanin;Tetraspanin-9","TSPAN9",23.8972666666667,25.1166,27.7918,24.3311,25.2239,24.1939333333333
"574","Protein tweety homolog 3","TTYH3",23.3457333333333,25.2146333333333,29.0408333333333,24.5875,27.4858,30.2331333333333
"575","Tubulin alpha-1A chain;Tubulin alpha-3C/D chain;Tubulin alpha-3E chain","TUBA1A;TUBA3C;TUBA3E",31.7689666666667,32.8721,32.3282,31.4692,32.6496333333333,33.0612666666667
"576","Tubulin alpha-1B chain","TUBA1B",24.813,24.6809,27.5906666666667,23.9532333333333,25.2618,24.3123666666667
"577","Tubulin alpha-4A chain","TUBA4A",24.6229,25.4029666666667,25.8942,24.8573666666667,24.4248333333333,24.9957333333333
"578","Tubulin beta chain","TUBB",28.5468333333333,30.5509333333333,30.7068,27.907,30.8334333333333,31.6763666666667
"579","Tubulin beta-2A chain","TUBB2A",25.5864666666667,28.5493666666667,27.1081,25.7698333333333,27.0211666666667,28.3115333333333
"580","Tubulin beta-6 chain","TUBB6",24.1536333333333,24.0006,27.5644,24.2390333333333,24.8692,29.0037666666667
"581","Thioredoxin","TXN",30.0497333333333,25.5151333333333,24.2542,31.7820666666667,25.8362333333333,28.9083333333333
"582","Thioredoxin-like protein 1","TXNL1",26.1714666666667,24.8072,23.8459666666667,25.4766666666667,25.4399666666667,26.2672666666667
"583","Uveal autoantigen with coiled-coil domains and ankyrin repeats","UACA",24.6244,25.2336666666667,26.5571666666667,23.6923333333333,24.9409333333333,25.0002666666667
"584","Ubiquitin domain-containing protein 1","UBTD1",24.7533333333333,24.7075666666667,27.2294333333333,24.2404666666667,24.4545666666667,25.6211
"585","Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 14","USP14",23.8615666666667,24.7934,25.2156,24.1150666666667,24.9519333333333,23.7254
"586","Ubiquitin carboxyl-terminal hydrolase 5","USP5",23.9874666666667,24.0095333333333,26.5550666666667,25.0882333333333,24.8861666666667,24.559
"587","Utrophin","UTRN",24.1243666666667,25.2747,23.6219,24.5753333333333,25.3924666666667,26.7931
