Protein names,Gene names,OIS_CM,OIS_F20,OIS_F8,Vector_CM,Vector_F20,Vector_F8
Pleckstrin homology-like domain family A member 1,PHLDA1,24.7523,25.786999999999995,28.68326666666667,23.77576666666667,25.560333333333332,25.837233333333334
Pleckstrin homology-like domain family A member 3,PHLDA3,24.674366666666668,24.770966666666666,24.411466666666666,24.2711,24.6066,24.8488
Pleckstrin homology-like domain family B member 1,PHLDB1,24.175766666666664,25.061966666666667,29.03996666666667,24.4496,24.559866666666665,23.9435
Phosphatidylinositol 4-kinase alpha,PI4KA,24.18316666666667,24.433166666666665,25.76936666666667,24.068166666666666,25.19653333333333,24.45456666666667
Tissue-type plasminogen activator;Tissue-type plasminogen activator chain A;Tissue-type plasminogen activator chain B,PLAT,33.936233333333334,30.354566666666667,31.3132,30.14956666666667,27.485200000000003,28.823333333333334
Urokinase plasminogen activator surface receptor,PLAUR,24.97276666666667,25.9149,32.576100000000004,24.180333333333333,27.6176,25.730999999999998
Perilipin-3,PLIN3,28.9475,24.575866666666666,28.01236666666667,27.45436666666667,24.496433333333332,27.258366666666664
"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PLOD2,26.96613333333333,24.477099999999997,26.407866666666667,25.33866666666667,24.339266666666663,25.0261
Plastin-3,PLS3,27.78643333333333,25.0719,27.827066666666667,27.052533333333333,25.482633333333336,27.006633333333337
Plexin-A1,PLXNA1,24.67743333333333,25.210233333333335,29.43983333333333,24.898833333333332,27.4982,26.816866666666666
Plexin-B1,PLXNB1,24.23323333333333,25.069333333333333,26.0902,24.413833333333333,25.3211,24.3308
Plexin-B2,PLXNB2,27.07953333333333,24.784166666666668,31.39963333333333,26.456866666666667,27.46896666666667,29.241799999999998
Plexin-D1,PLXND1,24.090733333333333,24.75753333333333,26.3248,24.2822,24.703999999999997,24.81843333333333
,POSTN,30.756433333333334,27.529799999999998,27.976200000000002,29.218700000000002,25.018366666666665,25.042366666666666
Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,PPP1CA;PPP1CC,24.766033333333336,24.465466666666668,27.823166666666665,24.374133333333333,25.173333333333332,27.025166666666664
Peroxiredoxin-4,PRDX4,25.254933333333337,26.050833333333333,23.92573333333333,24.404233333333334,25.7567,25.465966666666663
Peroxiredoxin-6,PRDX6,29.258433333333333,27.711699999999997,29.435933333333335,28.3904,28.999366666666663,30.170266666666667
cAMP-dependent protein kinase type II-alpha regulatory subunit,PRKAR2A,24.013666666666666,24.749333333333336,26.15556666666667,24.3092,24.71066666666667,24.467366666666667
Protein kinase C alpha type,PRKCA,24.180966666666666,25.158266666666666,26.309166666666666,23.95273333333333,24.224766666666667,25.245500000000003
Serine protease 23,PRSS23,28.73526666666667,26.753200000000003,30.256,27.644266666666667,27.85643333333333,27.188633333333332
Phosphoserine aminotransferase,PSAT1,24.404366666666665,25.484866666666665,23.767233333333333,23.825833333333335,25.253133333333334,25.313100000000002
Proteasome subunit alpha type;Proteasome subunit alpha type-2,PSMA2,23.573133333333335,27.6859,23.85546666666667,24.4832,26.4769,24.668966666666666
Proteasome subunit alpha type-7;Proteasome subunit alpha type-7-like,PSMA7;PSMA8,24.4198,29.001800000000003,26.77206666666667,24.10043333333333,28.030666666666665,24.14786666666667
Proteasome subunit beta type-5,PSMB5,24.154300000000003,27.387199999999996,24.13506666666667,24.8095,24.962466666666668,24.8338
26S protease regulatory subunit 4,PSMC1,24.45126666666667,24.554933333333334,26.514566666666667,23.650566666666663,24.53073333333333,25.097733333333334
26S protease regulatory subunit 6A,PSMC3,23.990233333333332,24.674933333333332,26.722266666666666,24.1699,24.26843333333333,24.943166666666666
26S protease regulatory subunit 6B,PSMC4,24.12906666666667,24.953166666666664,26.411966666666668,23.597633333333334,25.038,24.754199999999997
26S protease regulatory subunit 8,PSMC5,25.026933333333332,25.203733333333332,26.159733333333335,24.862966666666665,25.406866666666662,25.735699999999998
26S proteasome non-ATPase regulatory subunit 1,PSMD1,24.44156666666667,25.011266666666668,25.8439,24.595333333333333,25.611666666666665,24.535933333333332
26S proteasome non-ATPase regulatory subunit 3,PSMD3,24.766066666666664,25.2062,23.887199999999996,24.551333333333332,24.849333333333334,25.450166666666664
26S proteasome non-ATPase regulatory subunit 4,PSMD4,23.88436666666667,24.667533333333335,26.666666666666668,24.494699999999998,25.95756666666667,24.184133333333335
26S proteasome non-ATPase regulatory subunit 6,PSMD6,24.463766666666668,24.4846,27.55473333333333,24.385233333333332,24.59923333333333,24.42203333333333
Proteasome activator complex subunit 2,PSME2,27.6232,24.25883333333333,26.621566666666666,24.866933333333332,24.9944,24.19183333333333
Prostaglandin F2 receptor negative regulator,PTGFRN,24.8009,25.066666666666666,28.293766666666667,24.055666666666667,25.6828,24.223033333333333
Inactive tyrosine-protein kinase 7,PTK7,28.723666666666663,25.267933333333332,30.2118,28.019500000000004,28.439399999999996,31.063466666666667
"Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1",PTMA,26.1979,24.448000000000004,23.6682,25.4649,24.600466666666666,25.394299999999998
Pleiotrophin,PTN,30.264200000000002,24.121733333333335,23.109333333333336,31.68936666666667,25.78776666666667,28.5404
Receptor-type tyrosine-protein phosphatase gamma,PTPRG,24.017300000000002,24.526,26.565233333333335,23.745033333333335,25.11106666666667,24.39226666666666
Protein-tyrosine-phosphatase;Receptor-type tyrosine-protein phosphatase eta,PTPRJ,24.373566666666665,24.923699999999997,25.225333333333328,25.0228,25.090033333333334,24.39753333333333
Receptor-type tyrosine-protein phosphatase kappa,PTPRK,28.01216666666667,25.145433333333333,28.744833333333332,26.279366666666665,25.4074,27.798366666666666
Polymerase I and transcript release factor,PTRF,28.84783333333333,25.10943333333333,28.27926666666667,28.6016,25.48753333333333,29.58383333333333
Pituitary tumor-transforming gene 1 protein-interacting protein,PTTG1IP,24.794666666666668,25.252733333333335,24.69996666666667,24.7723,24.776133333333334,26.3505
Pentraxin-related protein PTX3,PTX3,32.0588,33.43473333333333,37.21406666666667,30.693533333333335,34.751,33.63763333333333
Poliovirus receptor,PVR,28.131033333333335,25.456333333333333,29.575733333333336,28.420133333333336,26.990333333333336,28.2521
Nectin-2,PVRL2,24.506433333333334,24.8355,28.7193,24.785066666666665,24.945733333333333,27.5642
Nectin-3,PVRL3,24.442999999999998,24.32903333333333,28.0962,23.915266666666668,24.6999,25.122866666666667
Peroxidasin homolog,PXDN,34.255766666666666,34.14743333333333,35.440266666666666,33.103566666666666,34.22253333333333,33.58246666666667
Paxillin,PXN,24.596799999999998,25.243666666666666,26.145966666666666,24.101533333333336,24.675,25.411666666666665
"Glycogen phosphorylase, brain form",PYGB,26.812766666666665,25.159033333333337,27.700866666666666,25.775800000000004,24.693099999999998,26.343833333333333
Sulfhydryl oxidase 1,QSOX1,30.722166666666666,30.564033333333338,27.757833333333334,32.95876666666666,30.2452,29.588333333333335
Ras-related protein Rab-10,RAB10,24.4749,25.25746666666667,28.142133333333334,24.0223,24.920666666666666,26.669
Ras-related protein Rab-13,RAB13,23.939666666666668,25.05523333333333,29.38383333333333,24.362966666666665,24.995533333333338,28.447599999999998
Ras-related protein Rab-14,RAB14,24.365,25.446700000000003,27.418666666666667,24.0949,24.862399999999997,28.104799999999997
Ras-related protein Rab-1A,RAB1A,26.549533333333333,25.58413333333333,29.230266666666665,25.622933333333336,24.684233333333335,28.543066666666665
Ras-related protein Rab-1B;Putative Ras-related protein Rab-1C,RAB1B;RAB1C,24.216733333333334,24.540033333333337,28.467233333333336,23.601366666666667,25.970766666666666,24.497200000000003
Ras-related protein Rab-34,RAB34,24.0822,25.435100000000002,26.3873,24.37906666666667,24.968466666666668,24.364666666666665
Ras-related protein Rab-35,RAB35,24.5604,25.607833333333332,29.1016,25.125333333333334,24.821166666666667,27.5517
Ras-related protein Rab-5B,RAB5B,24.36113333333333,24.0356,26.699633333333335,24.556533333333334,24.9314,24.578699999999998
Ras-related protein Rab-6A,RAB6A,24.41083333333333,24.60976666666667,26.452433333333335,24.883966666666666,24.683933333333332,24.225866666666665
Ras-related protein Rab-8A,RAB8A,24.27266666666667,25.073266666666665,27.2754,24.0214,24.806366666666666,24.88
Ras-related C3 botulinum toxin substrate 1,RAC1,26.447466666666667,25.245566666666665,30.906966666666666,25.14493333333333,26.665066666666664,29.763733333333334
Ras-related C3 botulinum toxin substrate 2,RAC2,24.070833333333336,25.398500000000002,28.045233333333332,24.546133333333334,25.097866666666665,24.136233333333333
Ras-related protein Ral-B,RALB,23.80826666666667,25.02546666666667,29.844133333333332,24.166466666666665,24.73393333333333,28.901966666666667
Ras-related protein Rap-1A,RAP1A,24.3981,24.9233,26.5587,24.29743333333333,25.04596666666667,24.6819
Retinol-binding protein 4;Plasma retinol-binding protein(1-182);Plasma retinol-binding protein(1-181);Plasma retinol-binding protein(1-179);Plasma retinol-binding protein(1-176),RBP4,29.736166666666666,28.999466666666667,27.105999999999998,29.060599999999997,24.499066666666664,28.807933333333335
Reelin,RELN,23.953133333333337,25.0753,23.407166666666665,24.349266666666665,24.76533333333333,27.394199999999998
Raftlin-2,RFTN2,25.16633333333333,24.617566666666665,25.907566666666668,23.433166666666665,24.977099999999997,24.281966666666666
Transforming protein RhoA,RHOA,23.853466666666666,25.0228,29.812633333333338,24.357766666666663,27.5253,28.4329
Rho-related GTP-binding protein RhoB,RHOB,24.483266666666665,24.523899999999998,28.39486666666667,24.3636,24.47746666666667,26.643166666666662
Rho-related GTP-binding protein RhoC,RHOC,27.996433333333332,25.612333333333336,29.738266666666664,26.9826,26.037566666666667,28.025833333333335
60S ribosomal protein L10a,RPL10A,29.342866666666666,25.07183333333333,26.0641,28.142233333333333,24.98183333333333,27.411766666666665
60S ribosomal protein L18,RPL18,24.058333333333334,25.08583333333333,27.952066666666667,24.2513,25.105133333333338,24.858633333333334
60S ribosomal protein L23a,RPL23A,23.788233333333334,24.634766666666668,26.60853333333333,23.89046666666667,24.79603333333333,27.342066666666668
60S ribosomal protein L26,RPL26,23.89956666666667,24.9173,27.70713333333333,23.97623333333333,24.716166666666666,26.294933333333333
60S ribosomal protein L31,RPL31,23.7854,25.715733333333333,26.452299999999997,24.287566666666667,24.794933333333333,24.221
60S ribosomal protein L32,RPL32,26.450266666666664,24.623566666666665,24.427900000000005,23.694833333333335,25.245900000000002,27.49893333333333
60S ribosomal protein L35a,RPL35A,24.470866666666666,25.16506666666667,26.7616,24.1622,24.5838,24.020266666666668
60S ribosomal protein L9,RPL9,24.123833333333334,23.915966666666666,25.7169,24.4001,25.367266666666666,24.7546
40S ribosomal protein S12,RPS12,28.816466666666667,23.852233333333334,26.9201,27.1611,25.022066666666664,25.151
40S ribosomal protein S27;40S ribosomal protein S27-like,RPS27;RPS27L,24.149733333333334,25.01776666666667,23.922666666666668,23.5531,25.14323333333333,26.077766666666665
Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin;Polyubiquitin-C;Ubiquitin,RPS27A;UBB;UBC;UBA52,27.346566666666664,30.18793333333333,30.4894,28.029433333333333,29.751099999999997,32.4664
40S ribosomal protein S7,RPS7,24.935,24.48023333333333,27.078166666666664,24.446233333333335,25.192700000000002,24.914133333333336
Ras-related protein R-Ras,RRAS,25.043900000000004,25.101733333333332,26.462566666666664,23.799833333333336,24.721666666666668,23.961100000000002
Reticulon-4;Reticulon,RTN4,26.8081,25.204833333333337,26.706266666666668,24.30626666666667,24.673166666666663,25.700133333333337
RuvB-like 1,RUVBL1,25.379566666666665,24.92786666666667,26.9152,24.040633333333336,25.288133333333334,24.20096666666667
Protein S100-A10,S100A10,27.48866666666667,24.593266666666665,27.807,27.961133333333333,24.895566666666667,28.671499999999998
Protein S100-A13,S100A13,24.20703333333334,24.85943333333333,28.52723333333333,25.240333333333336,24.692899999999998,27.202700000000004
Protein S100-A16,S100A16,24.552699999999998,24.823966666666667,30.122666666666664,23.511633333333336,24.936366666666668,28.50186666666667
Protein S100;Protein S100-A6,S100A6,28.935366666666667,28.881333333333334,30.063966666666662,29.143600000000003,29.888233333333332,31.011966666666666
Lysosome membrane protein 2,SCARB2,25.39,25.53316666666667,24.278599999999997,24.4325,24.759433333333334,27.63406666666667
Protein scribble homolog,SCRIB,23.816000000000003,25.46936666666667,27.561266666666665,23.925333333333338,24.8471,25.003766666666667
"Signal peptide, CUB and EGF-like domain-containing protein 3",SCUBE3,29.9384,25.809633333333334,29.833066666666667,25.060966666666662,26.017,25.046000000000003
Syntenin-1,SDCBP,24.4508,28.729066666666665,29.965333333333334,23.876133333333332,28.822966666666662,31.662433333333336
Protein SEC13 homolog,SEC13,24.530033333333336,25.43603333333333,26.628666666666664,24.597733333333334,25.250733333333333,25.588466666666665
Vesicle-trafficking protein SEC22b,SEC22B,24.658033333333332,24.84256666666667,26.19966666666667,23.666633333333333,24.903233333333333,27.203366666666668
Protein transport protein Sec23A,SEC23A,23.924666666666667,25.437966666666668,27.970066666666668,24.451633333333334,25.3366,25.882366666666666
Semaphorin-5A,SEMA5A,28.03186666666667,27.708199999999994,23.757499999999997,24.339566666666666,25.888066666666663,24.934966666666668
Plasminogen activator inhibitor 1 RNA-binding protein,SERBP1,26.77886666666667,26.3817,26.369733333333333,26.0209,25.496266666666667,25.009933333333333
Plasminogen activator inhibitor 2,SERPINB2,25.7858,24.779066666666665,29.016433333333335,23.860533333333336,25.0277,25.439333333333334
Plasminogen activator inhibitor 1,SERPINE1,29.614033333333335,28.941266666666667,28.6528,28.90693333333333,27.97163333333333,24.22303333333333
Serpin H1,SERPINH1,29.00753333333333,27.675,29.07753333333333,30.553700000000003,25.190566666666665,30.036433333333335
"Splicing factor, proline- and glutamine-rich",SFPQ,25.198133333333335,25.16026666666667,23.444266666666664,25.6763,25.35633333333333,25.37923333333333
Beta-sarcoglycan,SGCB,24.45986666666667,24.9211,23.5262,24.6919,25.8694,26.3676
Delta-sarcoglycan,SGCD,24.71783333333333,25.535,27.304033333333333,24.97853333333333,25.47926666666667,28.222066666666667
SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,31.948466666666665,31.240799999999997,31.37323333333333,31.688466666666667,30.836933333333334,30.97576666666667
"Serine hydroxymethyltransferase, mitochondrial",SHMT2,24.219066666666663,24.964533333333332,24.5551,23.799766666666667,25.512599999999996,27.394499999999997
Tyrosine-protein phosphatase non-receptor type substrate 1;Signal-regulatory protein beta-1 isoform 3,SIRPA;SIRPB1,24.2547,24.7753,27.301066666666667,24.693833333333334,25.198533333333334,23.999799999999997
Solute carrier family 12 member 2,SLC12A2,24.171033333333337,24.889233333333333,26.5441,23.7469,25.309433333333335,25.9141
Monocarboxylate transporter 4,SLC16A3,23.504433333333335,24.857166666666668,30.96223333333333,25.141033333333336,25.6917,29.201700000000002
Monocarboxylate transporter 7,SLC16A6,24.129566666666665,26.032799999999998,30.48776666666667,24.84,27.5277,24.956999999999997
Sodium-dependent phosphate transporter 1,SLC20A1,23.7116,24.711699999999997,29.860533333333333,24.236266666666666,24.689733333333333,24.498966666666664
"Phosphate carrier protein, mitochondrial",SLC25A3,24.41156666666667,25.32753333333333,23.746233333333336,23.9094,25.661600000000004,26.677066666666665
"Solute carrier family 2, facilitated glucose transporter member 3;Solute carrier family 2, facilitated glucose transporter member 14",SLC2A3;SLC2A14,24.38123333333333,24.628033333333335,28.10213333333333,24.813733333333335,24.959633333333333,24.9739
Solute carrier family 35 member F6,SLC35F6,25.122666666666664,24.516233333333332,24.3917,23.808733333333333,24.344099999999997,26.1311
Zinc transporter ZIP14,SLC39A14,24.636833333333332,24.429033333333336,27.439766666666667,23.668666666666667,25.016199999999998,24.904700000000002
4F2 cell-surface antigen heavy chain,SLC3A2,26.297666666666668,25.15416666666667,30.99363333333333,24.47996666666667,26.70306666666667,29.53103333333333
Choline transporter-like protein 1,SLC44A1,24.39956666666667,25.036666666666665,26.753933333333332,24.2217,25.26063333333333,25.15703333333333
Anion exchange protein;Sodium bicarbonate cotransporter 3,SLC4A7,24.2347,25.117,26.575999999999997,24.167266666666666,24.9336,24.497133333333334
Anion exchange protein,SLC4A7,24.042299999999997,25.371166666666667,26.786666666666665,23.698833333333337,25.0395,24.300733333333337
Sodium/myo-inositol cotransporter,SLC5A3,23.799733333333336,25.0051,25.623666666666665,23.155433333333335,24.4109,24.376566666666665
Sodium-dependent neutral amino acid transporter B(0)AT2,SLC6A15,24.4091,25.009600000000002,26.120099999999997,24.16373333333333,24.790300000000002,24.852
Sodium- and chloride-dependent taurine transporter;Transporter,SLC6A6,24.101699999999997,24.770666666666667,25.718466666666668,24.621633333333335,25.0154,24.114
Cationic amino acid transporter 2,SLC7A2,23.956,25.186133333333334,27.395799999999998,24.5133,25.230566666666665,23.85206666666667
Sodium/hydrogen exchanger 1,SLC9A1,24.29236666666667,24.027866666666664,28.182066666666667,24.069599999999998,25.519366666666667,26.022233333333332
E3 ubiquitin-protein ligase SMURF2,SMURF2,23.934299999999997,24.334666666666667,26.357833333333332,24.2488,25.497200000000003,25.1189
Synaptosomal-associated protein 29;Synaptosomal-associated protein,SNAP29,24.197433333333333,24.741266666666665,26.234166666666667,23.753666666666664,25.26556666666667,24.2847
Beta-2-syntrophin,SNTB2,24.64306666666667,25.172533333333334,25.7663,23.969399999999997,24.674233333333333,24.48776666666667
Sorting nexin-18,SNX18,24.1619,24.7028,25.085733333333334,23.950833333333332,24.872200000000003,24.683766666666667
Superoxide dismutase [Cu-Zn],SOD1,30.43943333333333,28.7684,28.529966666666667,29.004566666666665,28.331833333333332,29.525466666666663
SPARC,SPARC,34.87186666666667,32.340599999999995,29.3069,33.564766666666664,32.4115,32.498400000000004
Protein sprouty homolog 2,SPRY2,24.463099999999997,25.23763333333333,26.015833333333333,24.600800000000003,24.803133333333335,24.402966666666668
Protein sprouty homolog 4,SPRY4,24.907033333333334,25.008033333333334,27.97406666666667,24.17186666666667,24.938366666666667,24.264466666666664
"Spectrin beta chain, non-erythrocytic 1",SPTBN1,24.7193,25.281833333333328,23.696366666666666,24.505966666666666,24.430666666666667,26.309933333333333
SLIT-ROBO Rho GTPase-activating protein 1,SRGAP1,24.938299999999998,24.367900000000002,25.508433333333333,23.946166666666667,24.891099999999998,24.96976666666667
SLIT-ROBO Rho GTPase-activating protein 2;SLIT-ROBO Rho GTPase-activating protein 2B,SRGAP2;SRGAP2B,25.051500000000004,25.153066666666664,27.67656666666667,24.28206666666667,25.662499999999998,26.510900000000003
Sorcin,SRI,24.097066666666667,24.764966666666666,26.1476,24.6624,25.26193333333333,24.541433333333334
Sushi repeat-containing protein SRPX,SRPX,30.96613333333333,25.862666666666666,29.7471,28.046166666666668,25.617866666666668,28.390733333333333
Sushi repeat-containing protein SRPX2,SRPX2,30.077566666666666,26.721966666666663,29.142,25.2726,25.954933333333333,25.284266666666667
Serine/arginine-rich splicing factor 2,SRSF2,24.969399999999997,24.6789,24.122,24.859099999999998,24.96473333333333,26.927166666666665
Serine/arginine-rich splicing factor 3,SRSF3,24.06543333333333,25.108033333333335,23.647333333333336,24.891833333333334,25.063066666666668,26.969866666666665
Stanniocalcin-2,STC2,29.778433333333336,24.1139,23.97736666666667,30.4856,24.6253,28.791700000000002
Metalloreductase STEAP3,STEAP3,24.921833333333336,24.6092,26.65093333333333,24.705099999999998,24.7176,24.376266666666666
Stress-induced-phosphoprotein 1,STIP1,30.578433333333333,25.5515,29.210800000000003,27.793666666666667,25.706733333333332,27.6763
Serine/threonine-protein kinase 10,STK10,23.9558,24.99513333333333,25.4996,23.921766666666667,24.886799999999997,25.063000000000002
Stathmin,STMN1,29.392799999999998,27.729200000000002,27.1718,30.340766666666667,26.697033333333334,28.3394
Erythrocyte band 7 integral membrane protein,STOM,25.094233333333335,25.243533333333332,31.185600000000004,24.196933333333334,28.840999999999998,33.839933333333335
E3 ubiquitin-protein ligase CHIP,STUB1,24.6113,24.956599999999998,28.153766666666666,24.331566666666664,25.9382,24.4366
Syntaxin-binding protein 1,STXBP1,24.304466666666666,23.648,27.724266666666665,24.384233333333338,24.927733333333332,27.08106666666667
Syntaxin-binding protein 3,STXBP3,24.462999999999997,24.15993333333333,27.71676666666667,25.35553333333333,24.718700000000002,24.762600000000003
Sushi domain-containing protein 2,SUSD2,25.372600000000002,25.332233333333335,29.7597,24.30553333333333,29.454066666666666,24.067966666666667
"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",SVEP1,26.08966666666667,25.108999999999998,23.404200000000003,33.19916666666666,24.8537,30.195533333333334
Transgelin,TAGLN,24.523733333333336,24.48386666666667,23.957466666666665,24.2916,25.09723333333333,27.334833333333336
Serine/threonine-protein kinase TAO1,TAOK1,24.2229,24.610466666666667,26.078666666666667,24.302899999999998,24.8312,24.376166666666666
Transcription elongation factor B polypeptide 1,TCEB1,27.536266666666666,24.70586666666667,26.6183,25.776,25.395966666666666,24.196566666666666
T-complex protein 1 subunit alpha,TCP1,27.478499999999997,24.524433333333334,29.299599999999998,26.840466666666668,24.825166666666664,27.74813333333333
Teneurin-3,TENM3,24.447466666666667,25.24636666666667,27.656000000000002,24.101233333333337,25.252799999999997,24.02563333333333
Tissue factor pathway inhibitor,TFPI,29.451666666666668,28.074333333333332,28.755800000000004,29.1524,25.375633333333337,27.751066666666663
Transforming growth factor beta-1;Latency-associated peptide,TGFB1,27.549366666666668,25.761166666666668,27.180233333333334,23.775266666666667,24.456266666666664,24.708433333333335
Transforming growth factor-beta-induced protein ig-h3,TGFBI,34.429433333333336,33.16146666666666,35.376866666666665,34.593133333333334,33.721,33.235366666666664
Protein-glutamine gamma-glutamyltransferase 2,TGM2,28.01946666666667,26.673233333333332,29.934633333333334,25.555566666666667,27.7962,28.3558
Thrombomodulin,THBD,25.130466666666663,24.749233333333336,27.718466666666668,23.68433333333333,25.47746666666667,25.0281
Thrombospondin-1,THBS1,34.15786666666666,32.80779999999999,31.47923333333333,32.166333333333334,31.10456666666667,30.429933333333334
Metalloproteinase inhibitor 1,TIMP1,34.96776666666667,32.441399999999994,30.669133333333335,32.992866666666664,31.7054,33.584399999999995
Metalloproteinase inhibitor 2,TIMP2,32.54613333333333,32.13346666666667,31.030533333333334,32.9493,31.2803,29.203766666666667
Tight junction protein ZO-1,TJP1,24.185666666666666,25.376833333333334,29.212233333333334,24.828000000000003,25.415466666666664,25.07296666666667
Transmembrane emp24 domain-containing protein 10,TMED10,23.917233333333332,24.788066666666666,26.0234,24.156966666666666,25.483766666666668,26.766966666666665
Transmembrane protein 119,TMEM119,24.659266666666667,25.520733333333336,28.061466666666664,24.095866666666666,24.814766666666667,29.746566666666666
Transmembrane protein 132A,TMEM132A,27.85226666666667,25.048666666666666,28.07036666666667,24.77203333333333,24.7069,25.299333333333333
Transmembrane protein 2,TMEM2,25.4209,26.1136,28.784566666666667,24.824,25.325733333333332,24.532066666666665
Cell cycle control protein 50A,TMEM30A,24.320733333333333,25.509666666666664,26.460066666666666,24.349833333333333,25.246499999999997,25.166700000000002
Transmembrane protein 51,TMEM51,24.958133333333336,25.217133333333333,27.0528,24.31526666666667,25.016666666666666,25.08666666666667
Transmembrane protein 59,TMEM59,25.053533333333334,24.96383333333333,26.018833333333333,24.17,24.849999999999998,24.799466666666664
Tenascin,TNC,31.8629,30.14786666666667,31.940166666666666,31.0513,30.5137,30.634766666666668
Tumor necrosis factor receptor superfamily member 10B,TNFRSF10B,25.123866666666668,25.180666666666667,29.011633333333332,24.750133333333334,25.829066666666666,24.008499999999998
Tumor necrosis factor receptor superfamily member 10D,TNFRSF10D,28.0719,24.972400000000004,27.107166666666668,23.991766666666667,24.916666666666668,23.868066666666667
Tumor necrosis factor receptor superfamily member 12A,TNFRSF12A,29.361033333333335,27.622,27.75933333333333,27.214533333333332,26.8318,25.66973333333333
Toll-interacting protein,TOLLIP,24.650333333333332,24.9829,27.027033333333335,24.533,25.53606666666667,23.483899999999995
Trophoblast glycoprotein,TPBG,24.783666666666665,24.910433333333334,30.982833333333332,24.461033333333333,25.45306666666667,26.197933333333335
Tumor protein D54,TPD52L2,28.059066666666666,25.00333333333333,27.883333333333336,26.390533333333337,25.7206,24.63116666666667
Transient receptor potential cation channel subfamily A member 1,TRPA1,24.537533333333332,24.614433333333334,28.056533333333334,24.22553333333333,24.79296666666667,26.309766666666665
Tumor susceptibility gene 101 protein,TSG101,24.889033333333334,24.715733333333333,23.649033333333332,24.14876666666667,25.635833333333334,28.040966666666666
Tetraspanin-14;Tetraspanin,TSPAN14,25.02776666666667,24.4524,29.860866666666666,24.28023333333333,23.964,25.372666666666664
Tetraspanin;Tetraspanin-4,TSPAN4,24.646933333333333,24.697233333333333,27.358733333333333,24.757666666666665,24.7744,24.7209
Tetraspanin;Tetraspanin-5,TSPAN5,24.542766666666665,25.40706666666667,29.923266666666663,24.41796666666667,25.076099999999997,27.10336666666667
Tetraspanin;Tetraspanin-9,TSPAN9,23.897266666666667,25.116599999999995,27.7918,24.331100000000003,25.2239,24.193933333333334
Protein tweety homolog 3,TTYH3,23.34573333333333,25.214633333333335,29.040833333333335,24.587500000000002,27.4858,30.23313333333333
Tubulin alpha-1A chain;Tubulin alpha-3C/D chain;Tubulin alpha-3E chain,TUBA1A;TUBA3C;TUBA3E,31.768966666666667,32.872099999999996,32.3282,31.4692,32.649633333333334,33.06126666666666
Tubulin alpha-1B chain,TUBA1B,24.813,24.680899999999998,27.590666666666667,23.953233333333333,25.261799999999997,24.312366666666666
Tubulin alpha-4A chain,TUBA4A,24.6229,25.402966666666668,25.8942,24.857366666666667,24.424833333333336,24.995733333333334
Tubulin beta chain,TUBB,28.546833333333336,30.550933333333333,30.706799999999998,27.907,30.833433333333332,31.676366666666667
Tubulin beta-2A chain,TUBB2A,25.586466666666666,28.549366666666668,27.108099999999997,25.769833333333334,27.021166666666662,28.311533333333333
Tubulin beta-6 chain,TUBB6,24.153633333333335,24.000600000000002,27.564400000000003,24.239033333333328,24.869199999999996,29.003766666666667
Thioredoxin,TXN,30.049733333333336,25.515133333333335,24.2542,31.78206666666667,25.836233333333336,28.90833333333333
Thioredoxin-like protein 1,TXNL1,26.171466666666664,24.807200000000005,23.845966666666666,25.47666666666667,25.439966666666667,26.267266666666668
Uveal autoantigen with coiled-coil domains and ankyrin repeats,UACA,24.624399999999998,25.233666666666664,26.557166666666664,23.692333333333334,24.940933333333334,25.000266666666665
Ubiquitin domain-containing protein 1,UBTD1,24.753333333333334,24.707566666666665,27.229433333333333,24.240466666666666,24.454566666666665,25.6211
Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 14,USP14,23.861566666666665,24.793400000000002,25.2156,24.115066666666667,24.95193333333333,23.725399999999997
Ubiquitin carboxyl-terminal hydrolase 5,USP5,23.987466666666666,24.009533333333334,26.555066666666665,25.088233333333335,24.886166666666668,24.559
Utrophin,UTRN,24.124366666666663,25.2747,23.6219,24.575333333333333,25.392466666666667,26.7931
Vesicle-associated membrane protein-associated protein A,VAPA,26.899199999999997,25.543599999999998,23.943766666666665,25.72156666666667,25.161233333333332,25.139866666666666
Vasorin,VASN,28.6712,25.2073,26.255633333333336,28.024533333333334,24.759333333333334,24.702533333333335
Vasodilator-stimulated phosphoprotein,VASP,27.5821,25.06143333333333,28.159766666666666,26.919833333333333,25.085966666666668,27.51823333333333
Synaptic vesicle membrane protein VAT-1 homolog,VAT1,28.352966666666664,24.9678,28.731966666666665,27.344933333333334,25.004900000000003,30.302366666666668
Versican core protein,VCAN,31.650133333333333,32.69813333333334,35.9388,31.456466666666667,34.60243333333333,34.271033333333335
Vinculin,VCL,29.9097,28.3159,30.133233333333333,30.24853333333333,28.499033333333333,31.136033333333334
